Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,DispatchNs,BeginNs,EndNs,CompleteNs
0,Cijk_Ailk_Bljk_SB_MT128x64x16_MI32x32x2x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA0_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_NTA0_NTB0_NTC0_NTD0_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_RK0_SIA3_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW2_SNLL0_TT2_32_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM5.kd,2,0,0,258074,258074,524288,256,12800,0,64,32,80,64,0x0,0x7f81fb331640,5233299333473176,5233299333503305,5233299336915299,5233299336995404
1,"simt_gemm_hidet_kernelv2(float const*, float const*, float*, int, int, int) ",2,0,1,258074,258074,180224,256,10240,0,80,128,48,64,0x0,0x7f81fc131840,5233299334589584,5233299336915299,5233299344173845,5233299344264270
2,"void kernel_gemm_xdl_cshuffle_v1<GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1, true>(GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1<RowMajor, RowMajor, RowMajor, float, float, float, float, float, PassThrough, PassThrough, PassThrough, (GemmSpecialization)0, (InMemoryDataOperationEnum)0, 1, 256, 128, 128, 16, 4, 1, 32, 32, 2, 2, Sequence, Sequence, Sequence, 2, 4, 4, false, 1, Sequence, Sequence, Sequence, 1, 4, 1, false, 0, 1, 1, Sequence, 4, (LoopScheduler)0, (PipelineVersion)0, float, Argument) ",2,0,2,258074,258074,262144,256,16896,0,104,0,32,64,0x0,0x7f81fbfd5040,5233299336451106,5233299344173845,5233299347665358,5233299347763636
3,_ZN2ck19kernel_gemm_dl_v1r3INS_28GridwiseGemmDl_km_kn_mn_v1r3ILi256EfffLNS_25InMemoryDataOperationEnumE0ENS_16TensorDescriptorINS_5TupleIJNS_5EmbedINS4_IJiiEEENS4_IJiNS_17integral_constantIiLi1EEEEEELb0EEENS_7UnMergeIS9_Lb0EEENS_11PassThroughIiEEEEENS4_IJNS_8SequenceIJLi0EEEENSG_IJLi2EEEENSG_IJLi1EEEEEEENS4_IJNSG_IJLi1ELi2EEEENSG_IJLi3ELi4EEEENSG_IJLi5EEEEEEENSG_IJLi3ELi5ELi4EEEElEENS3_ISF_NS4_IJSH_SJ_SI_EEESO_SP_lEENS3_INS4_IJSA_SE_SE_EEESR_NS4_IJSL_NSG_IJLi3EEEENSG_IJLi4EEEEEEESM_lEELi128ELi128ELi16ELi1ELi4ELi4ELi1ENSG_IJLi8ELi2EEEESY_NSG_IJLi8ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi128ELi1EEEENSG_IJLi1ELi2ELi0ELi3EEEES11_NSG_IJLi4ELi1ELi1ELi1EEEES11_NSG_IJLi1ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi4ELi1EEEENSG_IJLi8ELi1ELi32ELi1EEEENSG_IJLi0ELi3ELi1ELi2EEEES16_NSG_IJLi1ELi1ELi4ELi1EEEES16_S17_NSG_IJLi0ELi1ELi2ELi3ELi4ELi5EEEELi5ELi4EEEffNS3_INS4_IJSA_SC_SE_SE_NSB_INS4_IJiNS7_IiLi128EEEEEELb0EEENSD_IS8_EEEEENS4_IJSH_SI_SJ_SU_SN_SV_EEENS4_IJSL_SM_SN_NSG_IJLi6EEEENSG_IJLi7ELi8EEEENSG_IJLi9EEEEEEENSG_IJLi6ELi7ELi8ELi9EEEElEENS3_IS1E_NS4_IJSH_SJ_SI_SU_SN_SV_EEES1J_S1K_lEENS3_INS4_IJSA_SE_SE_NSB_INS4_IJiNS7_IiLi2EEENS7_IiLi64EEEEEELb0EEES1R_EEENS4_IJSH_SJ_SI_SU_SV_EEENS4_IJSL_SU_SV_NSG_IJLi5ELi6ELi7EEEENSG_IJLi8ELi9ELi10EEEEEEENSG_IJLi5ELi6ELi7ELi8ELi9ELi10EEEElEENS_31BlockToCTileMap_M00_N00_M01_N01ILi128ELi128ESX_Lb0EEELb1ELb1EEEvPKT0_S23_PT1_T2_T3_T4_T5_.kd,2,0,3,258074,258074,262144,256,32768,0,120,0,48,64,0x0,0x7f81fbf663c0,5233299337299302,5233299347665358,5233299354991425,5233299355080131
4,"mfma_f32_16x16x4f32_gemm_kernel(float const*, float const*, float*, int, int, int) ",2,0,4,258074,258074,524288,256,6144,0,60,4,32,64,0x0,0x7f81fc128d40,5233299338199276,5233299354991425,5233299360573175,5233299360661431
5,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,5,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299349706600,5233299360573175,5233299383293135,5233299383383482
6,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,8,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299386333580,5233299386347689,5233299386527689,5233299386530889
7,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,9,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299386427766,5233299386527772,5233299409251897,5233299409349220
8,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,10,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299386447493,5233299409251897,5233299409432055,5233299409433768
9,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,11,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299386502446,5233299409432055,5233299432128180,5233299432129871
10,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,12,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299386513306,5233299432128180,5233299432304500,5233299432305660
11,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,13,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299386564562,5233299432304500,5233299455006385,5233299455007884
12,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,14,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299386576855,5233299455006385,5233299455183505,5233299455184774
13,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,15,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299386626197,5233299455183506,5233299477888431,5233299477893400
14,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,16,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299386637178,5233299477888431,5233299478065549,5233299478066845
15,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,17,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299386682382,5233299478065549,5233299500772714,5233299500774208
16,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,19,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299500867573,5233299500881194,5233299523596999,5233299523664835
17,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,20,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299500886999,5233299523596999,5233299523771719,5233299523773929
18,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,22,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299500959756,5233299523785124,5233299546488936,5233299546493836
19,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,24,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299500989761,5233299546499974,5233299546679814,5233299546681286
20,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,26,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299501053411,5233299546691974,5233299569394825,5233299569396495
21,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,28,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299501084479,5233299569405705,5233299569586345,5233299569587622
22,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,30,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299501150232,5233299569598345,5233299592312876,5233299592314312
23,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,32,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299501178104,5233299592323756,5233299592497676,5233299592498967
24,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,34,258074,258074,1048576,256,61440,0,128,16,48,64,0x0,0x7f81fbff8680,5233299501240250,5233299592509401,5233299615215928,5233299615220618
25,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,36,258074,258074,1048576,256,40960,0,112,16,32,64,0x0,0x7f81fbf78680,5233299623254986,5233299623270154,5233299646094760,5233299646161572
26,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,39,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233299646163145,5233299646190920,5233299646366760,5233299646369020
27,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,40,258074,258074,1048576,256,40960,0,112,16,32,64,0x0,0x7f81fbf78680,5233299646249096,5233299646366760,5233299669201926,5233299669267100
