Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
164,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,227,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,87425,87425,65536,524288,48614343,365658287,5233289029137841,5233300867103291,5233300867149211,5233289098374527
165,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,228,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37684890,37684890,65536,158531584,23986269630,178660761371,5233289029275559,5233300867149431,5233300890135818,5233289121219298
166,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,230,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,320229,320229,250000,2000000,193384179,1450943411,5233289029390945,5233300890147336,5233300890323016,5233289121437105
167,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,232,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102479,102479,65536,524288,55183190,414087692,5233289029505459,5233300890335016,5233300890381736,5233289121526001
168,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,233,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37740129,37740129,65536,158531584,24021210173,178916012321,5233289029644549,5233300890381736,5233300913389563,5233289144561449
169,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,235,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,90847,90847,65536,524288,49758965,373703708,5233289144769538,5233300913590362,5233300913638362,5233289144967388
170,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,236,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38107059,38107059,131072,174587904,24261710758,180913353429,5233289151054204,5233300920065879,5233300943380104,5233289174486623
171,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,239,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,306283,306283,250000,2000000,187173474,1410494480,5233289174506451,5233300943474344,5233300943653864,5233289174889988
172,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,240,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,105075,105075,65536,524288,57765516,438718538,5233289174713227,5233300943653864,5233300943709064,5233289175024279
173,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,241,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38109992,38109992,131072,174587904,24256789097,180869946920,5233289174869910,5233300943709270,5233300967040459,5233289198328439
174,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,242,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313607,313607,250000,2000000,189669879,1423701723,5233289174992409,5233300967040459,5233300967221577,5233289198470004
175,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,243,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102554,102554,65536,524288,55268039,414794845,5233289175189588,5233300967221577,5233300967269097,5233289198576242
176,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,244,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38216518,38216518,131072,174587904,24327271364,181388130831,5233289175327947,5233300967269097,5233300990579486,5233289221907783
177,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,245,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314771,314771,250000,2000000,190279586,1428080076,5233289175421632,5233300990579486,5233300990761406,5233289222118177
178,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,246,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,113782,113782,65536,524288,57170637,428495312,5233289175505399,5233300990761406,5233300990814526,5233289222214367
179,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,247,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38010966,38010966,131072,174587904,24197207894,180431409549,5233289175642235,5233300990814526,5233301014119954,5233289245434510
180,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,248,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,321762,321762,250000,2000000,195181083,1464163189,5233289175735379,5233301014119954,5233301014296114,5233289245648420
181,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,249,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,106934,106934,65536,524288,58221688,436372232,5233289175818144,5233301014296114,5233301014345714,5233289245731004
182,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,250,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,37900106,37900106,131072,174587904,24122538929,179881607887,5233289175956112,5233301014345200,5233301037613343,5233289268898298
183,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,251,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314608,314608,250000,2000000,190413399,1429199675,5233289176046341,5233301037613343,5233301037790141,5233289269105325
184,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,252,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,106207,106207,65536,524288,57871769,433722500,5233289176143092,5233301037790141,5233301037841021,5233289269187670
185,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,253,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,37816330,37816330,131072,174587904,24071334187,179504051767,5233289176275610,5233301037841021,5233301061157004,5233289292301704
186,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,255,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,91500,91500,65536,524288,50485348,379460216,5233289292370963,5233301061219884,5233301061267244,5233289292580876
187,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,256,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38257713,38257713,131072,174587904,24343068224,181504339706,5233289292589622,5233301061288844,5233301084605466,5233289316184456
188,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,257,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314701,314701,250000,2000000,190362458,1428787129,5233289292771092,5233301084605466,5233301084784506,5233289316327473
189,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,259,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,103336,103336,65536,524288,52136394,395068586,5233289292889704,5233301084798106,5233301084845946,5233289316434824
190,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,260,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38301350,38301350,131072,174587904,24380220922,181780035487,5233289293034515,5233301084845899,5233301108209241,5233289339821939
191,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,262,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,315764,315764,250000,2000000,190780945,1432036891,5233289293156272,5233301108220919,5233301108398519,5233289340037102
192,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,264,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,104487,104487,65536,524288,56687662,425149359,5233289293269855,5233301108410679,5233301108457559,5233289340134925
193,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,265,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38146954,38146954,131072,174587904,24282118173,181057931905,5233289293409576,5233301108457559,5233301131776581,5233289363439094
194,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,267,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,323128,323128,250000,2000000,195419237,1466012653,5233289293525443,5233301131788261,5233301131963301,5233289363661510
195,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,269,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,101573,101573,65536,524288,54728625,410680040,5233289293639436,5233301131975461,5233301132022341,5233289363750076
196,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,270,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38146498,38146498,131072,174587904,24276724592,181015598322,5233289293778626,5233301132022341,5233301155215923,5233289387060518
197,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,272,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,309684,309684,250000,2000000,187162119,1405547116,5233289293894223,5233301155227923,5233301155406963,5233289387275690
198,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,274,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102621,102621,65536,524288,55347277,415173335,5233289294003737,5233301155419283,5233301155466163,5233289387364727
199,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,275,257468,257468,8388608,256,61440,0,128,16,48,64,0x0,0x7f5ca54a0680,38192012,38192012,131072,174587904,24311913952,181274968447,5233289294152305,5233301155466177,5233301178789679,5233289410704493
200,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,277,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,94268,94268,65536,524288,51890134,389753455,5233289410906661,5233301179005677,5233301179052397,5233289411155667
201,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,278,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38284677,38284677,131072,166068224,24369702978,181593848427,5233289417015137,5233301184907433,5233301208209495,5233289440544388
202,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,281,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,305470,305470,250000,2000000,186501356,1405178052,5233289440561590,5233301208305975,5233301208487575,5233289440941160
203,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,282,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102138,102138,65536,524288,56194711,425274809,5233289440765311,5233301208487575,5233301208537494,5233289441058330
204,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,283,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38224257,38224257,131072,166068224,24329576320,181288689473,5233289440914811,5233301208537494,5233301231882756,5233289464445945
205,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,284,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,321977,321977,250000,2000000,194873967,1462160292,5233289441014117,5233301231882756,5233301232060196,5233289464590967
206,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,285,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,103627,103627,65536,524288,56079219,420753494,5233289441243516,5233301232060196,5233301232108996,5233289464705070
207,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,286,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38258583,38258583,131072,166068224,24352952222,181461371303,5233289441381394,5233301232109026,5233301255421969,5233289488050027
208,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,287,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,316300,316300,250000,2000000,191733780,1438980145,5233289441475470,5233301255421969,5233301255599247,5233289488257795
209,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,288,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,107488,107488,65536,524288,58600642,439043095,5233289441558124,5233301255599247,5233301255648687,5233289488341091
210,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,289,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38293671,38293671,131072,166068224,24374062278,181614423720,5233289441690201,5233301255648687,5233301278990910,5233289511729889
211,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,290,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313302,313302,250000,2000000,189807047,1424993579,5233289441782063,5233301278990910,5233301279167389,5233289511938710
212,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,291,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,111167,111167,65536,524288,60817960,455423273,5233289441867603,5233301279167389,5233301279215709,5233289512023749
213,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,292,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38184636,38184636,131072,166068224,24306453349,181118384125,5233289441999410,5233301279215709,5233301302487532,5233289535346875
214,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,293,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314350,314350,250000,2000000,189870534,1425509459,5233289442095710,5233301302487532,5233301302667852,5233289535556697
215,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,294,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,107040,107040,65536,524288,58249674,436602344,5233289442195336,5233301302667852,5233301302716012,5233289535639873
216,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,295,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38261393,38261393,131072,166068224,24355368901,181478326270,5233289442328846,5233301302716207,5233301326031712,5233289559012170
217,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,297,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,91075,91075,65536,524288,49948251,375527168,5233289559079606,5233301326101470,5233301326148670,5233289559286353
218,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,298,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38186853,38186853,131072,166068224,24305730185,181111804430,5233289559293937,5233301326170270,5233301349480975,5233289582819902
219,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,299,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,315639,315639,250000,2000000,190957008,1433310872,5233289559474705,5233301349480975,5233301349662575,5233289582977447
220,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,301,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,99328,99328,65536,524288,52929027,397294792,5233289559592886,5233301349675855,5233301349722255,5233289583092522
221,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,302,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38263766,38263766,131072,166068224,24355600515,181481278262,5233289559736455,5233301349722255,5233301373044319,5233289606444441
222,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,304,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313891,313891,250000,2000000,189828360,1424962496,5233289559854586,5233301373055839,5233301373234559,5233289606661447
223,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,306,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,101988,101988,65536,524288,54730717,410723243,5233289559967477,5233301373246879,5233301373293439,5233289606749481
224,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,307,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38250809,38250809,131072,166068224,24348675766,181430052981,5233289560117798,5233301373293231,5233301396586814,5233289630115427
225,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,309,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313333,313333,250000,2000000,189589161,1423176307,5233289560236680,5233301396598492,5233301396774332,5233289630328275
226,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,311,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,100466,100466,65536,524288,54070922,405753039,5233289560350874,5233301396786492,5233301396834172,5233289630414897
227,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,312,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38317978,38317978,131072,166068224,24389095269,181725542688,5233289560496256,5233301396834172,5233301420165675,5233289653816700
228,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,314,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313766,313766,250000,2000000,189478507,1422425126,5233289560611191,5233301420177034,5233301420350794,5233289654033796
229,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,316,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,104913,104913,65536,524288,56368540,422927329,5233289560722099,5233301420362954,5233301420411114,5233289654124475
230,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,317,257468,257468,8388608,256,40960,0,116,20,32,64,0x0,0x7f5ca5490680,38182842,38182842,131072,166068224,24306085957,181115829008,5233289560861209,5233301420411114,5233301443707737,5233289677446258
231,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,319,257468,257468,1048576,128,61440,0,8,144,48,64,0x0,0x7f5ca5480680,58566663,58566663,16384,170262528,37278914346,276629675577,5233289683830951,5233301450172209,5233301485581307,5233289719428365
232,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,322,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,304148,304148,250000,2000000,185966126,1401261474,5233289719440157,5233301485680985,5233301485860665,5233289719833413
233,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,323,257468,257468,1048576,128,61440,0,8,144,48,64,0x0,0x7f5ca5480680,58547098,58547098,16384,170262528,37263497295,276509913709,5233289719715582,5233301485860665,5233301521255363,5233289755327934
234,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,324,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313690,313690,250000,2000000,190033976,1426429161,5233289719814076,5233301521255363,5233301521431363,5233289755474107
235,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,325,257468,257468,1048576,128,61440,0,8,144,48,64,0x0,0x7f5ca5480680,58550674,58550674,16384,170262528,37265253868,276522557159,5233289719957645,5233301521431360,5233301556836298,5233289790910691
236,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,326,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,318911,318911,250000,2000000,192873709,1447210672,5233289720065717,5233301556836298,5233301557015336,5233289791120053
237,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,327,257468,257468,1048576,128,61440,0,8,144,48,64,0x0,0x7f5ca5480680,58548396,58548396,16384,170262528,37263922277,276513059377,5233289720211149,5233301557015336,5233301592404274,5233289826551727
238,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,328,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,317599,317599,250000,2000000,192441744,1443948546,5233289720302851,5233301592404274,5233301592580434,5233289826763693
