Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
80,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,115,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37303602,37303602,482768,298428824,32768,3852991522,298204736,0,15412835396,5233294291745544,5233300162193185,5233300184906445,5233294314680654
81,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,116,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,319088,319088,15922,2552712,250000,196707432,2408915,0,793626668,5233294291867472,5233300184906445,5233300185084843,5233294314830865
82,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,117,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,103675,103675,16457,829408,65536,58145457,690896,0,234367244,5233294292099676,5233300185084843,5233300185136043,5233294314946572
83,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,118,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37287658,37287658,483109,298301272,32768,3842310039,298112457,0,15370110260,5233294292262982,5233300185136043,5233300207872342,5233294337693760
84,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,119,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,310617,310617,16358,2484944,250000,195395138,2341810,0,788383064,5233294292375773,5233300207872342,5233300208050102,5233294337906728
85,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,120,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,104772,104772,14788,838184,65536,58446557,702040,0,235566168,5233294292468276,5233300208050102,5233300208098262,5233294337999652
86,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,121,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37288404,37288404,485720,298307240,32768,3849338125,298108278,0,15398221948,5233294292605402,5233300208098262,5233300230832001,5233294360762319
87,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,122,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,323248,323248,16474,2585992,250000,201098174,2447326,0,811200040,5233294292701703,5233300230832001,5233300231008161,5233294360982661
88,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,123,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,104806,104806,16276,838456,65536,62406377,700767,0,251408224,5233294292789607,5233300231008161,5233300231056961,5233294361070515
89,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,124,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37293172,37293172,481992,298345384,32768,3845058717,298134195,0,15381105256,5233294292926793,5233300231057079,5233300253786821,5233294383846517
90,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,125,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,313836,313836,16436,2510696,250000,193550859,2367280,0,781012036,5233294293036919,5233300253786821,5233300253964579,5233294384058133
91,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,126,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,107839,107839,16888,862720,65536,61043815,726339,0,245958488,5233294293126347,5233300253964579,5233300254012099,5233294384146498
92,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,127,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37299611,37299611,483263,298396896,32768,3851412359,298189025,0,15406518608,5233294293262431,5233300254012099,5233300276730481,5233294406926077
93,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,129,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,92156,92156,14808,737256,65536,52224968,620817,0,210689664,5233294407004324,5233300276791601,5233300276839281,5233294407225597
94,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,130,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37303928,37303928,482490,298431432,32768,3851860538,298235637,0,15408311348,5233294407233432,5233300276860561,5233300299578782,5233294430229435
95,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,131,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,317555,317555,16411,2540448,250000,206962791,2398346,0,834659756,5233294407419590,5233300299578782,5233300299755742,5233294430379616
96,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,133,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,106583,106583,23748,852672,65536,56664294,655451,0,228441624,5233294407547500,5233300299769182,5233300299816542,5233294430497427
97,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,134,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37296882,37296882,485850,298375064,32768,3851329838,298181114,0,15406188928,5233294407697570,5233300299816554,5233300322536376,5233294453258421
98,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,136,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,310807,310807,16996,2486464,250000,197743903,2342008,0,797788600,5233294407820129,5233300322547894,5233300322730934,5233294453475547
99,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,138,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,101347,101347,16317,810784,65536,58826908,670363,0,237087984,5233294407939352,5233300322742934,5233300322790614,5233294453570464
100,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,139,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37302480,37302480,484038,298419848,32768,3851970351,298208594,0,15408750368,5233294408081719,5233300322790614,5233300345509636,5233294476348740
101,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,141,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,310700,310700,16411,2485608,250000,196857909,2342717,0,794236184,5233294408201343,5233300345521156,5233300345694916,5233294476569403
102,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,143,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,102664,102664,16155,821320,65536,60282704,684679,0,242915204,5233294408318842,5233300345706916,5233300345753156,5233294476664281
103,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,144,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37290416,37290416,485437,298323336,32768,3846910805,298110032,0,15388512548,5233294408463823,5233300345753156,5233300368475857,5233294499437157
104,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,146,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,314505,314505,16687,2516048,250000,192753441,2373876,0,777832700,5233294408584078,5233300368487377,5233300368661777,5233294499660364
105,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,148,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,101843,101843,15966,814752,65536,57534770,676031,0,231925268,5233294408702139,5233300368674097,5233300368722257,5233294499754500
106,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,149,257775,257775,2097152,256,40960,0,116,20,32,64,0x0,0x7f91e3c28680,37301815,37301815,484425,298414528,32768,3850278060,298170078,0,15401981908,5233294408851138,5233300368722473,5233300391440379,5233294522538788
107,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,151,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,90089,90089,14212,720720,65536,50820173,607775,0,205062704,5233294522751927,5233300391630937,5233300391679417,5233294522967290
108,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,152,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37661555,37661555,244013,301292448,65536,3884834451,301127529,0,15541076260,5233294528816460,5233300397562134,5233300420524839,5233294551972243
109,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,155,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,308877,308877,13738,2471024,250000,184486628,2360240,0,744758032,5233294551995897,5233300420618759,5233300420797319,5233294552381678
110,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,156,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,102534,102534,14631,820280,65536,60965636,696034,0,245650708,5233294552203435,5233300420797319,5233300420847399,5233294552507914
111,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,157,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37625671,37625671,247314,301005376,65536,3875058529,300840122,0,15501972512,5233294552356562,5233300420847399,5233300443794424,5233294575527292
112,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,158,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,315709,315709,16505,2525680,250000,199121054,2382549,0,803289344,5233294552462089,5233300443794424,5233300443974104,5233294575681660
113,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,159,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,108820,108820,14993,870568,65536,67598817,736172,0,272174076,5233294552704943,5233300443974104,5233300444024664,5233294575780996
114,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,160,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37655081,37655081,249153,301240656,65536,3881494877,301013704,0,15527717772,5233294552852980,5233300444024520,5233300466973943,5233294598781809
115,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,161,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,310247,310247,16719,2481984,250000,199588436,2338845,0,805163512,5233294552951184,5233300466973943,5233300467151061,5233294598990920
116,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,162,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,108104,108104,16196,864840,65536,61881018,727826,0,249302372,5233294553039399,5233300467151061,5233300467200341,5233294599080107
117,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,163,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37635982,37635982,248757,301087864,65536,3872554110,300910012,0,15491955312,5233294553175413,5233300467200341,5233300490153444,5233294622078936
118,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,164,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,313438,313438,16065,2507512,250000,193624460,2368731,0,781307136,5233294553272024,5233300490153444,5233300490332644,5233294622291683
119,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,165,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,107149,107149,14948,857200,65536,65251124,719009,0,262784008,5233294553360409,5233300490332644,5233300490380484,5233294622388905
120,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,166,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37673413,37673413,248259,301387312,65536,3879816232,301151167,0,15521002860,5233294553494239,5233300490380484,5233300513351187,5233294645399697
121,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,167,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,319993,319993,16103,2559952,250000,205081467,2420351,0,827132040,5233294553605888,5233300513351187,5233300513526547,5233294645617434
122,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,168,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,104982,104982,15955,839864,65536,62024234,705332,0,249880104,5233294553691919,5233300513526547,5233300513576627,5233294645706130
123,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,169,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37650846,37650846,248170,301206776,65536,3881007654,301034051,0,15525768732,5233294553825349,5233300513576569,5233300536516711,5233294668710569
124,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,171,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,93336,93336,14286,746696,65536,56578402,638553,0,228091972,5233294668786541,5233300536578309,5233300536625189,5233294669001854
125,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,172,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37611848,37611848,247197,300894792,65536,3874821498,300675577,0,15501024040,5233294669009548,5233300536638309,5233300559594131,5233294692213501
126,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,173,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,313828,313828,15779,2510632,250000,191426413,2372482,0,772513208,5233294669202699,5233300559594131,5233300559770131,5233294692363231
127,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,175,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,106789,106789,23981,854320,65536,56286511,656881,0,226933624,5233294669330338,5233300559783571,5233300559830451,5233294692483947
128,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,176,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37661882,37661882,250621,301295064,65536,3881071942,301055516,0,15526026816,5233294669479638,5233300559830451,5233300582793793,5233294715473919
129,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,178,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,311719,311719,15903,2493760,250000,194838522,2347403,0,786163368,5233294669604581,5233300582804993,5233300582981313,5233294715694181
130,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,180,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,102774,102774,16561,822200,65536,62272695,683063,0,250875488,5233294669725187,5233300582993473,5233300583040673,5233294715788959
131,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,181,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37648266,37648266,249190,301186136,65536,3880459281,300981432,0,15523575872,5233294669868094,5233300583040690,5233300605991553,5233294738794159
132,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,183,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,314172,314172,17113,2513384,250000,197177046,2370192,0,795517932,5233294669986736,5233300606002911,5233300606177471,5233294739012768
133,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,185,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,101676,101676,16084,813416,65536,59069705,676063,0,238064704,5233294670114495,5233300606189471,5233300606235871,5233294739107245
134,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,186,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37671123,37671123,250222,301368992,65536,3883500478,301118213,0,15535740264,5233294670261059,5233300606235871,5233300629182093,5233294762121673
135,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,188,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,312905,312905,16059,2503248,250000,184827956,2362532,0,746127808,5233294670381685,5233300629193453,5233300629372013,5233294762342135
136,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,190,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,101571,101571,16389,812576,65536,59803023,673757,0,240997008,5233294670501759,5233300629384173,5233300629432173,5233294762436452
137,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,191,257775,257775,4194304,256,61440,0,128,16,48,64,0x0,0x7f91e3bb8680,37654278,37654278,247697,301234232,65536,3877211065,301064899,0,15510583104,5233294670645207,5233300629432173,5233300652381595,5233294785445730
138,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,193,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,91756,91756,14891,734056,65536,49610079,620759,0,200224428,5233294785658458,5233300652578555,5233300652625595,5233294785870795
139,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,194,257775,257775,4194304,256,40960,0,116,20,32,64,0x0,0x7f91e3ba8680,37714083,37714083,245456,301712672,65536,3876827104,301550941,0,15509047600,5233294791292927,5233300658123774,5233300681114638,5233294814475279
